Rating,Bigram,Count
Rating 3 to 4,Solid Flared,1
Rating 3 to 4,Solid Flared,1
Rating 3 to 4,Solid Flared,1
Rating 4 to 5,Solid Flared,1
Rating 4 to 5,Solid Flared,1
Rating 4 to 5,Solid Flared,1
Rating 3 to 4,Solid Flared,1
Rating 3 to 4,Solid Flared,1
Rating 4 to 5,Solid Flared,1
Rating 3 to 4,Solid Flared,1
Rating 3 to 4,Solid Flared,1
Rating 4 to 5,Solid Flared,1
Rating 3 to 4,Solid Flared,1
Rating 4 to 5,Solid Flared,1
Rating 3 to 4,Solid Flared,1
Rating 4 to 5,Solid Flared,1
Rating 3 to 4,Solid Flared,1
Rating 3 to 4,Solid Flared,1
Rating 4 to 5,Solid Flared,1
Rating 4 to 5,Solid Flared,1
Rating 4 to 5,Solid Flared,1
Rating 4 to 5,Solid Flared,1
Rating 4 to 5,Solid Flared,1
Rating 3 to 4,Solid Flared,1
Rating 4 to 5,Solid Flared,1
Rating 4 to 5,Solid Flared,1
Rating 3 to 4,Solid Flared,1
Rating 4 to 5,Solid Flared,1
Rating 4 to 5,Solid Flared,1
Rating 4 to 5,Solid Flared,1
Rating 4 to 5,Solid Pencil,1
Rating 4 to 5,Solid Pencil,1
Rating 4 to 5,Solid Pencil,1
Rating 3 to 4,Solid Pencil,1
Rating 3 to 4,Solid Pencil,1
Rating 4 to 5,Solid Pencil,1
Rating 4 to 5,Solid Pencil,1
Rating 3 to 4,Solid Pencil,1
Rating 3 to 4,Solid Pencil,1
Rating 3 to 4,Solid Pencil,1
Rating 4 to 5,Solid Pencil,1
Rating 4 to 5,Solid Pencil,1
Rating 3 to 4,Solid Pencil,1
Rating 3 to 4,Solid Pencil,1
Rating 4 to 5,Solid Pencil,1
Rating 4 to 5,Solid Pencil,1
Rating 4 to 5,Solid Pencil,1
Rating 3 to 4,Solid Pencil,1
Rating 4 to 5,Solid Pencil,1
Rating 3 to 4,Solid Pencil,1
Rating 3 to 4,Solid Pencil,1
Rating 4 to 5,Solid Pencil,1
Rating 3 to 4,Solid Pencil,1
Rating 4 to 5,Solid Pencil,1
Rating 3 to 4,Solid Pencil,1
Rating 3 to 4,Solid Pencil,1
Rating 4 to 5,Solid Pencil,1
Rating 3 to 4,Solid Pencil,1
Rating 3 to 4,Solid Pleated,1
Rating 4 to 5,Solid Pleated,1
Rating 4 to 5,Solid Pleated,1
Rating 4 to 5,Solid Pleated,1
Rating 4 to 5,Solid Pleated,1
Rating 4 to 5,Solid Pleated,1
Rating 4 to 5,Solid Pleated,1
Rating 4 to 5,Solid Pleated,1
Rating 4 to 5,Solid Pleated,1
Rating 4 to 5,Solid Pleated,1
Rating 3 to 4,Solid Pleated,1
Rating 3 to 4,Solid Pleated,1
Rating 4 to 5,Solid Pleated,1
Rating 4 to 5,Solid Pleated,1
Rating 3 to 4,Solid Pleated,1
Rating 3 to 4,Solid Pleated,1
Rating 4 to 5,Solid Pleated,1
Rating 4 to 5,Solid Pleated,1
Rating 4 to 5,Solid Pleated,1
Rating 4 to 5,Solid Pleated,1
Rating 3 to 4,Solid Pleated,1
Rating 4 to 5,Solid Pleated,1
Rating 3 to 4,Solid Pleated,1
Rating 4 to 5,Solid Pleated,1
Rating 3 to 4,Solid Pleated,1
Rating 4 to 5,Solid Pleated,1
Rating 3 to 4,Solid Pleated,1
Rating 4 to 5,Solid Pleated,1
Rating 4 to 5,Dark Blue,1
Rating 4 to 5,Dark Blue,1
Rating 4 to 5,Dark Blue,1
Rating 4 to 5,Dark Blue,1
Rating 3 to 4,Dark Blue,1
Rating 4 to 5,Dark Blue,1
Rating 4 to 5,Dark Blue,1
Rating 3 to 4,Dark Blue,1
Rating 4 to 5,Dark Blue,1
Rating 4 to 5,Dark Blue,1
Rating 4 to 5,Dark Blue,1
Rating 4 to 5,Dark Blue,1
Rating 3 to 4,Dark Blue,1
Rating 4 to 5,Dark Blue,1
Rating 4 to 5,Dark Blue,1
Rating 3 to 4,Dark Blue,1
Rating 3 to 4,Dark Blue,1
Rating 3 to 4,Dark Blue,1
Rating 3 to 4,Dark Blue,1
Rating 4 to 5,Dark Blue,1
Rating 4 to 5,Dark Blue,1
Rating 4 to 5,Dark Blue,1
Rating 4 to 5,Dark Blue,1
Rating 3 to 4,Dark Blue,1
Rating 4 to 5,Striped Skorts,1
Rating 4 to 5,Woven Flared,1
Rating 4 to 5,Flared Purple,1
Rating 4 to 5,Pleated White,1
Rating 4 to 5,Pleated Gold,1
