Rating,Bigram,Count
Rating 4 to 5,round neck,1
Rating 3 to 4,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,round neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,polo neck,1
Rating 3 to 4,polo neck,1
Rating 4 to 5,polo neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 3 to 4,hooded neck,1
Rating 3 to 4,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 3 to 4,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 3 to 4,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 3 to 4,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 3 to 4,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 4 to 5,hooded neck,1
Rating 3 to 4,hooded neck,1
Rating 3 to 4,mandarin collar,1
Rating 3 to 4,mandarin collar,1
Rating 3 to 4,mandarin collar,1
Rating 3 to 4,mandarin collar,1
Rating 4 to 5,mandarin collar,1
Rating 3 to 4,mandarin collar,1
Rating 3 to 4,mandarin collar,1
Rating 3 to 4,mandarin collar,1
Rating 4 to 5,mandarin collar,1
Rating 3 to 4,mandarin collar,1
Rating 3 to 4,mandarin collar,1
Rating 3 to 4,mandarin collar,1
Rating 3 to 4,mandarin collar,1
Rating 3 to 4,mandarin collar,1
Rating 3 to 4,mandarin collar,1
Rating 4 to 5,mandarin collar,1
Rating 4 to 5,mandarin collar,1
Rating 3 to 4,henley neck,1
Rating 3 to 4,henley neck,1
Rating 3 to 4,henley neck,1
Rating 3 to 4,henley neck,1
Rating 3 to 4,collared neck,1
Rating 3 to 4,collared neck,1
Rating 3 to 4,round or crew,1
Rating 4 to 5,round or crew,1
Rating 3 to 4,crew neck,1
Rating 3 to 4,crew neck,1
Rating 4 to 5,high neck,1
Rating 3 to 4,scoop neck,1
