Rating,Bigram,Count
Rating 4 to 5,Fit Flare,1
Rating 4 to 5,Fit Flare,1
Rating 3 to 4,Fit Flare,1
Rating 4 to 5,Fit Flare,1
Rating 4 to 5,Bodycon Black,1
Rating 4 to 5,Bodycon Black,1
Rating 4 to 5,Bodycon Black,1
Rating 4 to 5,Bodycon Black,1
Rating 4 to 5,Bodycon Black,1
Rating 4 to 5,Bodycon Black,1
Rating 4 to 5,Bodycon Black,1
Rating 3 to 4,Bodycon Black,1
Rating 3 to 4,Bodycon Black,1
Rating 4 to 5,Bodycon Black,1
Rating 4 to 5,Bodycon Black,1
Rating 4 to 5,Bodycon Black,1
Rating 4 to 5,Bodycon Black,1
Rating 4 to 5,Bodycon Black,1
Rating 4 to 5,Bodycon Black,1
Rating 4 to 5,Bodycon Black,1
Rating 4 to 5,Bodycon Black,1
Rating 4 to 5,Bodycon Black,1
Rating 4 to 5,Bodycon Black,1
Rating 4 to 5,Bodycon Black,1
Rating 4 to 5,Bodycon Black,1
Rating 4 to 5,Bodycon Black,1
Rating 4 to 5,Bodycon Black,1
Rating 4 to 5,Bodycon Black,1
Rating 4 to 5,Bodycon Black,1
Rating 4 to 5,Bodycon Black,1
Rating 4 to 5,Bodycon Green,1
Rating 4 to 5,Bodycon Green,1
Rating 4 to 5,Bodycon Green,1
Rating 4 to 5,Bodycon Green,1
Rating 4 to 5,Bodycon Green,1
Rating 4 to 5,Bodycon Green,1
Rating 4 to 5,Bodycon Green,1
Rating 4 to 5,Bodycon Green,1
Rating 4 to 5,Bodycon Green,1
Rating 4 to 5,Bodycon Green,1
Rating 4 to 5,Bodycon Green,1
Rating 4 to 5,Bodycon Green,1
Rating 4 to 5,Bodycon Green,1
Rating 4 to 5,Bodycon Green,1
Rating 4 to 5,Bodycon Green,1
Rating 4 to 5,Flare Purple,1
Rating 4 to 5,Flare Purple,1
Rating 4 to 5,Flare Purple,1
Rating 4 to 5,Flare Purple,1
Rating 3 to 4,Flare Purple,1
Rating 4 to 5,Flare Purple,1
Rating 4 to 5,Flare Purple,1
Rating 4 to 5,Flare Purple,1
Rating 4 to 5,Flare Purple,1
Rating 4 to 5,Flare Purple,1
Rating 4 to 5,Flare Purple,1
Rating 4 to 5,Flare Purple,1
Rating 4 to 5,Flare Purple,1
Rating 4 to 5,Flare Multicolor,1
Rating 4 to 5,Flare Multicolor,1
Rating 4 to 5,Flare Multicolor,1
Rating 4 to 5,Flare Multicolor,1
Rating 3 to 4,Flare Multicolor,1
Rating 4 to 5,Flare Multicolor,1
Rating 4 to 5,Flare Multicolor,1
Rating 4 to 5,Flare Multicolor,1
Rating 4 to 5,Flare Multicolor,1
Rating 4 to 5,Flare Multicolor,1
Rating 4 to 5,Flare Multicolor,1
Rating 4 to 5,Flare Multicolor,1
Rating 4 to 5,Flare Multicolor,1
Rating 4 to 5,Shirt Blue,1
Rating 4 to 5,Skater Red,1
Rating 4 to 5,Sheath Maroon,1
Rating 4 to 5,Pinafore Dark,1
Rating 4 to 5,Gathered Dark,1
